    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1      2.4156      3.6324      1.0911      1.7072       6      0.6429
    2      3.1581      4.5358      1.1552      1.2288      11      0.5900
    3      0.8941      0.4491      1.5403      0.0241      11      0.0370
    4      1.1821      0.5777      2.0538      0.2649      11      0.6357
    5      1.1101      0.5456      1.9254      0.7442      11      0.4851
    6      1.3262      0.6420      2.3105      0.0293       8      0.8742
    7      8.7326      5.1750      2.6956      0.2730       8      0.5075
    8      3.5680      5.1429      2.5672      0.6721       8      0.6219
    9      3.8560      5.2715      3.0806      0.0261       8      0.0346
   10      6.6606      1.0741      3.5299      1.4140       8      0.5814
   11      7.0728      0.8840      3.5299      0.0033       8      0.5044
   12      6.3509      1.0920      4.1075      0.9465       7      0.5890
   13      5.5790      1.3953      0.2567      1.3544      12      0.4040
   14      3.5561      2.3454      4.5568      2.2988      12      0.3730
   15      0.6421      0.3366      1.0911      0.0021      11      0.4947
   16      1.2541      0.6098      2.1821      0.0362      11      0.7863
   17      1.3982      0.6741      2.4388      0.0180       8      0.7251
   18      2.6387      1.8499      3.3374      0.8784       5      0.6268
   19      7.3611      2.0088      3.4657      1.6554       3      0.6080
   20      0.5694      1.2042      0.0000      0.0537      12      0.3172
   21      1.9680      1.2785      3.0806      0.0046       8      0.6078
   22      3.1376      2.5507      4.3642      0.2464      12      0.3526
   23      0.7610      1.4577      0.0000      0.0493      12      0.0379
   24      0.8693      1.5381      0.3209      0.0400      12      0.3279
   25      3.1374      2.5185      4.2359      0.0152      12      0.4690
   26      0.8391      1.7746      0.0000      1.7189      12      0.3210
   27      2.8193      2.3266      3.7224      0.0018       5      0.9323
   28      6.2387      3.4859      0.0000      1.0825       9      0.5624
   29      7.2098      3.7913      1.2194      1.2838       2      0.6093
   30      6.3399      3.2433      3.0806      1.8141      13      0.3929
   31      0.8991      1.9014      0.0000      0.6387      12      0.4601
   32      6.7471      3.1387      0.3851      0.0134       9      0.4939
   33      6.2916      3.6218      2.5672      1.6266      13      0.3684
   34      6.8191      3.1708      0.5134      0.0840       9      0.6443
   35      3.6105      2.4934      1.6045      1.7486      14      0.3671
   36      9.0874      4.1834      4.5568      0.0256       9      0.0477
   37      4.4428      4.3092      4.3001      0.6940       9      0.5827
   38      8.8714      4.0870      4.1717      0.0030       9      0.4875
   39      4.1747      4.5637      4.5568      0.0010       9      0.4582
   40      3.6762      4.8912      3.0806      0.0019       8      0.4451
   41      4.2569      4.6083      3.7224      0.0028       9      1.0160
   42      4.9625      4.4351      4.0433      1.0475       1      0.5904
   43      2.3021      0.7715      3.0806      0.3803       8      0.6109
   44      8.5205      5.5286      4.1075      0.8999       7      0.6131
   45      5.3810      5.1938      3.5299      0.9822       1      0.6269
   46      3.5335      4.5652      0.5134      1.2190      10      0.6066
   47      3.2115      1.0893      3.3374      0.7827       5      0.6270
   48      3.6228      2.0988      2.0538      1.6383      14      0.3977
   49      3.5269      2.2881      1.7970      0.0755      14      0.3228
   50      4.5687      4.1834      4.5568      0.1508       9      0.6138
   51      4.8307      4.6083      3.7224      0.1092       1      0.5953
   52      2.9842      1.1839      3.2090      0.0886       5      0.5634
   53      3.2104      3.8850      0.8343      0.2630       6      0.5882
   54      4.4252      4.1834      4.5568      0.0029       9      0.4706
   55      2.7247      3.2181      0.4493      0.0285       6      0.5054
   56      1.0479      1.4577      0.0000      0.0428      12      0.3107
   57      2.3612      3.3940      0.8985      0.0342       6      0.5959
   58      3.2704      4.0117      0.8343      0.0055       6      0.7281
