    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    5.603059    4.658557    3.737867    2.236080     0.121693     5.479253
    2    7.142301    4.099426    1.447964    2.162304     0.123609     5.375440
    3    7.354402    2.383097    3.763696    1.945110     0.120069     4.756417
    4    4.832603    1.143048    0.917004    1.948859     0.103968     4.753748
    5    3.305475    1.697778    3.188885    1.519229     0.096823     3.896845
    6    3.089926    3.420649    0.882489    2.182217     0.124997     5.494677
    7    8.545391    5.752156    4.624881    2.854687     0.711467     8.805720
    8    9.558446    5.384163    3.117778    2.947053     0.757631     8.589195
    9    9.626596    4.205871    4.612694    2.091371     0.077193     5.572388
   10    1.887516    0.061843    0.018004    2.485534     0.162601     7.831360
   11    0.880444    0.427663    1.516207    2.585796     0.168497     7.622251
   12    0.763016    1.502742    0.027847    6.787528     1.002487    15.038359
   13    6.451245    3.536286    2.883881    6.444814     0.138994    14.920012
   14    4.054965    2.305669    1.788729    6.456179     0.316392    15.130011
   15    5.259328    2.905212    2.344626    4.353237     0.685096     9.743893
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:        49.0000
