Epoch|Element|w0|w1|w2|w3|w4|w5|w6|w7|w8|w9|w10|w11|w12|w13|w14|w15|w16|w17|w18|w19|w20|w21|w22|w23|w24|w25|w26|w27|w28|w29|w30|w31|w32|w33|w34|w35|w36|w37|w38|w39|w40|w41|w42|w43|w44|w45|w46|w47|w48|w49|w50|w51|w52|w53|w54|w55|w56|w57|w58|w59|w60|w61|w62|w63
6|Boron|-0.5112257599830627|-0.6310585737228394|-0.646975576877594|-1.3146275281906128|-0.6761748790740967|-1.8733843564987183|0.6186709403991699|-0.1759834587574005|-0.23466864228248596|0.37035179138183594|0.09479645639657974|-0.9427703619003296|-1.0893168449401855|0.9132810831069946|-0.9090085625648499|-1.070300817489624|-1.6944358348846436|-0.37257835268974304|-0.05806873366236687|-0.4346758723258972|-0.7089391350746155|0.29198604822158813|-0.14876887202262878|1.4608839750289917|-0.31912046670913696|0.3936685621738434|0.0008412330644205213|1.9314056634902954|0.1532926857471466|-1.624619722366333|-0.5891703963279724|0.29193246364593506|-1.1883193254470825|-1.9801162481307983|0.18943144381046295|-1.71123206615448|0.8435948491096497|1.8198912143707275|0.0959971472620964|-1.0347307920455933|-0.5480986833572388|-0.273318350315094|0.11581476032733917|-0.40606823563575745|-0.3170278072357178|0.2971987724304199|0.5701330304145813|0.841237485408783|-0.8770664930343628|-0.11840645968914032|-0.3392837345600128|1.5231906175613403|0.5589355826377869|-0.25800591707229614|-2.051095724105835|-2.3817989826202393|-0.1795184314250946|0.20864757895469666|-1.260082483291626|-0.654749870300293|-0.1686144322156906|-0.566338062286377|0.6632770299911499|1.1387953758239746
6|Carbon|0.7100479006767273|0.05626072362065315|0.31519678235054016|0.23113253712654114|0.4195227324962616|-0.08855275809764862|0.7337430715560913|0.06476006656885147|2.414423942565918|1.2682545185089111|-0.7834161520004272|2.4443705081939697|0.5478706359863281|-0.23390977084636688|1.740468144416809|0.4512284994125366|-2.1701080799102783|-0.24323348701000214|1.0560365915298462|-0.22731025516986847|0.8268542885780334|-0.7449017763137817|-0.4047815203666687|-1.105432152748108|-0.1931401938199997|-0.7736557126045227|-1.4441304206848145|-0.19502203166484833|-2.4091060161590576|-0.10062607377767563|0.8524330854415894|0.4384740889072418|0.27182888984680176|-0.15442727506160736|0.8501871824264526|-0.054011449217796326|0.40232592821121216|-0.17844784259796143|-1.1271570920944214|1.0493323802947998|1.425310492515564|0.650708019733429|-1.7864031791687012|0.6768744587898254|-1.3945895433425903|-0.27930667996406555|-1.0802606344223022|1.4291744232177734|-1.1419682502746582|-0.24257731437683105|-0.026411134749650955|-1.36653470993042|-0.8420751094818115|-0.7882585525512695|0.05604754388332367|-0.5158867239952087|-0.06648579239845276|-1.4543688297271729|-0.7427206635475159|-0.10565654188394547|1.071972370147705|-0.3512497842311859|-0.806848406791687|-1.7404412031173706
7|Boron|-0.507011890411377|-0.6279885768890381|-0.646591067314148|-1.31033456325531|-0.6767279505729675|-1.8715612888336182|0.6215158104896545|-0.17929406464099884|-0.23029294610023499|0.3697173297405243|0.1018945723772049|-0.9420073628425598|-1.0897501707077026|0.9127939343452454|-0.908889651298523|-1.0773123502731323|-1.6938661336898804|-0.37165647745132446|-0.06284764409065247|-0.42970192432403564|-0.7079885005950928|0.29241743683815|-0.1500980257987976|1.4578497409820557|-0.32000401616096497|0.39360925555229187|0.004517423454672098|1.9318815469741821|0.15359711647033691|-1.623333215713501|-0.5863152146339417|0.29293912649154663|-1.1882704496383667|-1.981020212173462|0.18764309585094452|-1.7151710987091064|0.841332197189331|1.8211493492126465|0.0951233059167862|-1.0284230709075928|-0.5477339625358582|-0.27369681000709534|0.11792007088661194|-0.40645354986190796|-0.3176000416278839|0.29562118649482727|0.570973813533783|0.843315601348877|-0.8765288591384888|-0.11774300783872604|-0.33956971764564514|1.5213650465011597|0.5606279969215393|-0.255771666765213|-2.050086498260498|-2.381181240081787|-0.18154610693454742|0.20944556593894958|-1.2574779987335205|-0.654821515083313|-0.17015008628368378|-0.5662119388580322|0.6625460982322693|1.137939214706421
7|Carbon|0.7244784832000732|0.052081864327192307|0.30758389830589294|0.2290613353252411|0.4166747033596039|-0.08951845020055771|0.7292221784591675|0.06899282336235046|2.4208009243011475|1.2675628662109375|-0.8006613254547119|2.430523157119751|0.5565585494041443|-0.23058675229549408|1.7537915706634521|0.4364221692085266|-2.167846918106079|-0.23928408324718475|1.0591075420379639|-0.25289955735206604|0.8089858889579773|-0.7410014271736145|-0.418457567691803|-1.1204981803894043|-0.17964905500411987|-0.7721415162086487|-1.458911657333374|-0.1926800012588501|-2.4111409187316895|-0.10083197802305222|0.8796720504760742|0.44019100069999695|0.26694241166114807|-0.16320545971393585|0.8491176962852478|-0.07559527456760406|0.39356136322021484|-0.18755188584327698|-1.124544620513916|1.0648354291915894|1.4288334846496582|0.6521401405334473|-1.7971270084381104|0.6645054817199707|-1.4037652015686035|-0.27394238114356995|-1.089279294013977|1.432740569114685|-1.1371405124664307|-0.23748131096363068|-0.017603272572159767|-1.3659192323684692|-0.8214976787567139|-0.7989065647125244|0.0623871274292469|-0.5145902037620544|-0.05871644616127014|-1.464509129524231|-0.7299547791481018|-0.10469353944063187|1.070842981338501|-0.3550938665866852|-0.8089846968650818|-1.7507297992706299
8|Boron|-0.5031189322471619|-0.6240955591201782|-0.6434510946273804|-1.30615234375|-0.6758767366409302|-1.8668087720870972|0.6280648708343506|-0.18349474668502808|-0.22764945030212402|0.367302805185318|0.11905385553836823|-0.939349353313446|-1.0896975994110107|0.9118494391441345|-0.9117066264152527|-1.0861486196517944|-1.6947435140609741|-0.3693907558917999|-0.07184980064630508|-0.42699581384658813|-0.7018105983734131|0.293457955121994|-0.15160676836967468|1.4575903415679932|-0.32652565836906433|0.39472049474716187|0.0111443642526865|1.9344435930252075|0.1550755649805069|-1.6226640939712524|-0.5842064023017883|0.29361066222190857|-1.18871009349823|-1.9815000295639038|0.1858014613389969|-1.7229015827178955|0.8384054899215698|1.826258897781372|0.093885637819767|-1.0261437892913818|-0.5459729433059692|-0.2751707136631012|0.12387502193450928|-0.40355634689331055|-0.32026663422584534|0.29311519861221313|0.5732147097587585|0.8481788635253906|-0.8782065510749817|-0.11760010570287704|-0.34061533212661743|1.5213966369628906|0.5577821135520935|-0.2527710497379303|-2.049344778060913|-2.3811352252960205|-0.1840190589427948|0.21012957394123077|-1.2545263767242432|-0.6541420221328735|-0.17231781780719757|-0.5645051002502441|0.6617366671562195|1.137682318687439
8|Carbon|0.7264450192451477|0.06459686160087585|0.30507782101631165|0.2310985028743744|0.4172126054763794|-0.09133479744195938|0.7341501116752625|0.06928348541259766|2.420642614364624|1.2640938758850098|-0.7984470129013062|2.425243854522705|0.5557332038879395|-0.2267339676618576|1.7582498788833618|0.4222857654094696|-2.1601455211639404|-0.23539143800735474|1.0514717102050781|-0.258328378200531|0.8161470293998718|-0.7370614409446716|-0.42320874333381653|-1.1266353130340576|-0.17448531091213226|-0.7709946036338806|-1.4583624601364136|-0.18901361525058746|-2.411498785018921|-0.10228204727172852|0.8862301707267761|0.4378603398799896|0.2637752890586853|-0.16219735145568848|0.8458825945854187|-0.07897622138261795|0.38846203684806824|-0.1870569884777069|-1.1236662864685059|1.0613749027252197|1.431390643119812|0.6471465229988098|-1.8009275197982788|0.6735606789588928|-1.4086846113204956|-0.27322766184806824|-1.0898224115371704|1.4376972913742065|-1.1341224908828735|-0.23712635040283203|-0.02026781439781189|-1.361714243888855|-0.8180409669876099|-0.7984235286712646|0.0665125772356987|-0.5153208374977112|-0.05550181865692139|-1.4667309522628784|-0.7241700291633606|-0.10285823792219162|1.0714131593704224|-0.35380926728248596|-0.8118836283683777|-1.7528076171875
9|Boron|-0.4996511936187744|-0.6187340021133423|-0.635339617729187|-1.3011614084243774|-0.6755972504615784|-1.8588136434555054|0.6308869123458862|-0.19022075831890106|-0.2203604131937027|0.3668466806411743|0.14035993814468384|-0.944734513759613|-1.0843528509140015|0.8996335864067078|-0.9188843369483948|-1.0938289165496826|-1.7044495344161987|-0.3673313558101654|-0.08517878502607346|-0.4380593001842499|-0.7046719193458557|0.294085830450058|-0.15977631509304047|1.4622966051101685|-0.3349613845348358|0.396048903465271|0.02409839816391468|1.9391385316848755|0.15518273413181305|-1.62049400806427|-0.5872297286987305|0.3094834089279175|-1.188454508781433|-1.9882926940917969|0.1786339282989502|-1.7461345195770264|0.8347670435905457|1.834451675415039|0.0915447250008583|-1.0182385444641113|-0.5455650687217712|-0.27279043197631836|0.13905216753482819|-0.40584391355514526|-0.3264816701412201|0.2876490354537964|0.582717776298523|0.8559975624084473|-0.8853144645690918|-0.12247995287179947|-0.33571872115135193|1.5165776014328003|0.5611405372619629|-0.25049060583114624|-2.051037073135376|-2.381012439727783|-0.20212793350219727|0.2138058990240097|-1.2468267679214478|-0.6542677283287048|-0.176522895693779|-0.5623213648796082|0.6623126864433289|1.1383100748062134
9|Carbon|0.7289136052131653|0.06646925210952759|0.2956485450267792|0.2326941341161728|0.4090036451816559|-0.09613689035177231|0.730681836605072|0.06847890466451645|2.432412624359131|1.2660727500915527|-0.8156667947769165|2.414954900741577|0.5590426325798035|-0.22104255855083466|1.7799277305603027|0.39818042516708374|-2.149210214614868|-0.23451344668865204|1.0571274757385254|-0.27039122581481934|0.8055053353309631|-0.7339304089546204|-0.4362730383872986|-1.1433358192443848|-0.15329083800315857|-0.7747411131858826|-1.4725956916809082|-0.19004707038402557|-2.417478322982788|-0.09819375723600388|0.911716103553772|0.4365449547767639|0.2608779966831207|-0.1674257069826126|0.8482069373130798|-0.09083940088748932|0.37989139556884766|-0.19368098676204681|-1.1246724128723145|1.0679421424865723|1.4316184520721436|0.6478102803230286|-1.820915699005127|0.6715201735496521|-1.4157376289367676|-0.2706536054611206|-1.0960988998413086|1.4406450986862183|-1.1235188245773315|-0.23276208341121674|-0.014544934034347534|-1.3651504516601562|-0.7965360283851624|-0.8085780739784241|0.07550457119941711|-0.5094229578971863|-0.046191733330488205|-1.472074031829834|-0.7125154733657837|-0.09791836142539978|1.0660223960876465|-0.3623652756214142|-0.812675952911377|-1.7590649127960205
10|Boron|-0.4978775382041931|-0.6103776097297668|-0.6364134550094604|-1.2964904308319092|-0.6757840514183044|-1.85647714138031|0.6347905993461609|-0.19516433775424957|-0.21736188232898712|0.36498379707336426|0.1480381339788437|-0.9471122622489929|-1.0865397453308105|0.8993890285491943|-0.918095588684082|-1.1037527322769165|-1.7049344778060913|-0.36453530192375183|-0.09047512710094452|-0.4381864070892334|-0.7012481689453125|0.29572200775146484|-0.16295410692691803|1.456357717514038|-0.3334804177284241|0.39542677998542786|0.03388363495469093|1.940928339958191|0.15524303913116455|-1.6198073625564575|-0.5843997001647949|0.31235581636428833|-1.1895160675048828|-1.9882150888442993|0.17500260472297668|-1.7494570016860962|0.8309042453765869|1.8334686756134033|0.09076745808124542|-1.0167757272720337|-0.54433274269104|-0.2754994332790375|0.14238810539245605|-0.40391018986701965|-0.328475683927536|0.2850758731365204|0.585920512676239|0.8591960072517395|-0.8863317370414734|-0.1251956969499588|-0.33678579330444336|1.5158271789550781|0.5655800700187683|-0.24836596846580505|-2.0487143993377686|-2.3809921741485596|-0.2078508585691452|0.21272458136081696|-1.242292881011963|-0.6547790765762329|-0.177834153175354|-0.5611661076545715|0.660068154335022|1.1367619037628174
10|Carbon|0.7240709066390991|0.0734112411737442|0.2941492199897766|0.23333384096622467|0.40914300084114075|-0.10953015089035034|0.7323591113090515|0.0705307126045227|2.4315080642700195|1.264228343963623|-0.817571222782135|2.409991502761841|0.5579296350479126|-0.21627824008464813|1.7862608432769775|0.39578479528427124|-2.1394243240356445|-0.2342623919248581|1.0555895566940308|-0.26755550503730774|0.8128724098205566|-0.7290928363800049|-0.43791621923446655|-1.1446536779403687|-0.14715342223644257|-0.7738014459609985|-1.4765958786010742|-0.18963871896266937|-2.4197895526885986|-0.09950466454029083|0.9116882681846619|0.43168872594833374|0.25874242186546326|-0.16410668194293976|0.8474209308624268|-0.08203710615634918|0.3779374957084656|-0.19166022539138794|-1.1236149072647095|1.061587929725647|1.4321210384368896|0.6366787552833557|-1.8297945261001587|0.6796509027481079|-1.4184856414794922|-0.2695612609386444|-1.0961763858795166|1.4416656494140625|-1.1164650917053223|-0.2300490140914917|-0.014826877042651176|-1.3620445728302002|-0.7963389158248901|-0.8098743557929993|0.08117718994617462|-0.5094394683837891|-0.03961191698908806|-1.4706298112869263|-0.7122601270675659|-0.09424876421689987|1.0695699453353882|-0.36263400316238403|-0.8145102262496948|-1.7579753398895264
11|Boron|-0.5006376504898071|-0.6082675457000732|-0.6263135671615601|-1.2972549200057983|-0.6716845035552979|-1.8521779775619507|0.6409420371055603|-0.19171641767024994|-0.21884122490882874|0.36114129424095154|0.15873146057128906|-0.9464379549026489|-1.0808666944503784|0.8896355628967285|-0.9291104078292847|-1.1068387031555176|-1.7096436023712158|-0.3615577220916748|-0.10006909817457199|-0.4524397850036621|-0.6921442747116089|0.2960919439792633|-0.16502240300178528|1.465395450592041|-0.3382348418235779|0.3976188004016876|0.04426170513033867|1.946311116218567|0.1564122438430786|-1.6211811304092407|-0.5889909863471985|0.3202192783355713|-1.1898328065872192|-1.9908947944641113|0.1734524518251419|-1.7593249082565308|0.8305923938751221|1.8410998582839966|0.09072607010602951|-1.0154746770858765|-0.5415467619895935|-0.27866247296333313|0.15769819915294647|-0.398520290851593|-0.3337496817111969|0.28269705176353455|0.595058798789978|0.8656724095344543|-0.890636682510376|-0.13162998855113983|-0.3326520025730133|1.5163295269012451|0.5600302815437317|-0.2481594681739807|-2.051325559616089|-2.3815255165100098|-0.2192646861076355|0.2146606296300888|-1.2397735118865967|-0.6523030400276184|-0.1783396601676941|-0.5570933222770691|0.6611470580101013|1.1397978067398071
11|Carbon|0.7252975702285767|0.08158031105995178|0.29639339447021484|0.22876955568790436|0.4144878685474396|-0.10122112929821014|0.7394981980323792|0.0778270959854126|2.4232184886932373|1.2571107149124146|-0.814690351486206|2.409693717956543|0.5622841715812683|-0.2144371122121811|1.7839685678482056|0.390485942363739|-2.144984722137451|-0.2265753149986267|1.046802043914795|-0.2866742014884949|0.8237894177436829|-0.7253958582878113|-0.4425778090953827|-1.1460052728652954|-0.14707744121551514|-0.7705973982810974|-1.4741125106811523|-0.18189623951911926|-2.4163901805877686|-0.10441138595342636|0.915115475654602|0.4335101842880249|0.25377386808395386|-0.16503699123859406|0.847175657749176|-0.09558304399251938|0.37357592582702637|-0.19108083844184875|-1.1209455728530884|1.0622156858444214|1.438600778579712|0.6338620781898499|-1.8264098167419434|0.6867405772209167|-1.42875075340271|-0.267133504152298|-1.0970691442489624|1.448641300201416|-1.12323796749115|-0.23372772336006165|-0.014482657425105572|-1.350908875465393|-0.8013725876808167|-0.8105963468551636|0.08289194107055664|-0.5119783878326416|-0.036760199815034866|-1.4764481782913208|-0.7064209580421448|-0.09257565438747406|1.0711573362350464|-0.3569290041923523|-0.8169847130775452|-1.7609339952468872
