    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    4.879889    4.657552    3.948198    2.199173     0.132423     5.151324
    2    6.444216    4.002823    1.529441    2.206588     0.140532     5.293261
    3    6.588432    2.478837    3.975480    1.722595     0.086556     3.901512
    4    4.419186    1.142794    0.968604    1.786845     0.129266     4.177694
    5    2.867170    1.792370    3.368324    1.928448     0.124386     4.595114
    6    2.719065    3.323109    0.932147    2.220308     0.143365     5.221594
    7    7.540956    5.751412    4.885124    2.951907     0.701507     8.097036
    8    8.570520    5.320501    3.293216    2.865360     0.672218     8.175346
    9    8.601950    4.269323    4.872251    2.094882     0.065391     5.183487
   10    1.755708    0.060186    0.019017    2.399320     0.157306     6.736052
   11    0.732223    0.488553    1.601524    2.561771     0.162231     7.376515
   12    0.658098    1.441185    0.029414    7.003668     0.912276    14.562499
   13    5.750032    3.537940    3.046157    5.431731     0.044276    12.803322
   14    3.612533    2.301987    1.889381    5.277864     0.054946    12.693898
   15    4.687218    2.905291    2.476558    6.349539     0.886282    12.019524
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:        49.0000
