    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    5.147240    5.125268    3.752653    2.149372     0.136276     5.005690
    2    6.495885    4.305429    1.453691    2.271189     0.133117     5.148116
    3    6.788620    2.827682    3.778584    1.814202     0.107221     4.082978
    4    4.422339    1.257547    0.920631    1.439749     0.106845     3.488212
    5    3.084308    2.070934    3.201499    2.055318     0.124956     4.628231
    6    2.788582    3.556332    0.885980    2.157950     0.148898     4.991020
    7    7.842435    6.329489    4.643175    2.987726     0.738163     7.900665
    8    8.730047    5.789910    3.130110    2.835395     0.666287     8.113387
    9    8.857435    4.764862    4.630940    2.091192     0.080902     5.215356
   10    1.724052    0.064524    0.018075    2.583456     0.186559     6.901238
   11    0.841681    0.600916    1.522205    2.374964     0.153319     7.006988
   12    0.671296    1.522346    0.027957    7.017814     0.900299    14.662534
   13    5.916916    3.895731    2.895288    5.769260     0.072015    12.869373
   14    3.716929    2.529848    1.795805    5.668209     0.043832    12.866622
   15    4.823134    3.197776    2.353900    5.784203     0.806793    11.197244
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:        49.0000
