    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    5.628388    4.430695    4.027912    2.131909     0.133045     4.729378
    2    6.731975    3.878346    1.560320    2.277209     0.149459     5.216596
    3    7.161599    2.287215    4.055745    3.098740     0.112899     7.259231
    4    4.508696    1.087137    0.988160    1.374985     0.092960     3.111143
    5    3.413794    1.635139    3.436331    1.977566     0.138130     4.491592
    6    2.982330    3.232537    0.950967    2.259242     0.119347     5.207403
    7    8.422489    5.470910    4.983754    2.999145     0.682641     7.844505
    8    9.148817    5.107380    3.359706    1.763120     0.075498     5.653253
    9    9.362283    4.013980    4.970622    2.100391     0.062050     5.019564
   10    1.710956    0.058465    0.019401    2.288071     0.150464     6.150275
   11    0.988917    0.419848    1.633859    2.589327     0.180504     7.811717
   12    0.729215    1.416082    0.030008    6.944475     0.903509    13.928286
   13    6.266228    3.363836    3.107659    5.825838     0.075689    12.787462
   14    3.937760    2.192208    1.927528    5.806816     0.051100    12.895630
   15    5.108249    2.763262    2.526560    5.563165     0.835111    10.854833
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:        49.0000
