StructureID|AtomID|DFT_Fx|DFT_Fy|DFT_Fz|NN_Fx|NN_Fy|NN_Fz
3|373|0.657228|0.375587|1.011599|0.3363831|0.9510797|0.5090312
3|374|0.919307|0.360271|1.078431|0.7778629|0.42240497|0.9466335
3|375|0.848901|0.409414|1.111966|0.3305225|0.92185897|0.6440975
3|376|-0.521274|-1.154173|-0.521585|-0.55718935|-0.9232022|-0.028334498
3|377|-0.388944|-1.673258|-0.034256|-0.3492391|-1.4805222|-0.63129175
3|378|-0.54549|-1.190177|-0.550192|-0.4860009|-1.2848573|-0.21605515
3|379|-0.434637|-1.630837|-0.127515|-0.35403234|-1.5295368|-0.5581995
3|380|-0.45201|-1.233769|-0.510965|-0.621951|-1.3483207|0.00074502826
3|381|-0.40944|-1.523956|-0.172932|-0.335027|-1.4246649|-0.50709534
3|382|-0.255854|-1.792185|-0.296275|-0.32002175|-1.2233589|-0.3313653
3|383|-0.360353|-1.622797|-0.247698|-0.5289845|-1.378828|-0.4304477
3|384|-1.393883|0.197575|0.655714|-1.8462951|0.08259326|1.1761209
3|385|-1.127515|-0.017307|0.401853|-1.31781|-0.520974|1.0111337
3|386|-1.445074|0.22976|0.594712|-1.6385345|-0.008334994|1.1830869
3|387|-1.081387|0.016798|0.485766|-1.246829|-0.5622766|1.0582273
3|388|-1.430184|0.267094|0.670545|-1.7383472|0.060290813|1.2856604
3|389|-1.087063|-0.025657|0.42446|-1.3317813|-0.6974535|1.0760527
3|390|-1.064674|0.027095|0.611859|-1.2243347|-0.6809627|1.1941814
3|391|-1.091201|-0.033281|0.62539|-1.3331412|-0.545979|1.0445131
3|392|-0.70273|-0.258421|-1.639375|-0.6273778|-0.37495497|-1.1336019
3|393|-0.720031|-0.356715|-1.133256|-0.30870238|-0.61147076|-0.9371096
3|394|-0.648886|-0.288061|-1.581801|-0.31848502|-0.40575725|-1.1459072
3|395|-0.681015|-0.360282|-1.068766|-0.19580884|-0.91738236|-0.6033575
3|396|-0.639577|-0.272061|-1.68106|-0.44291648|-0.3855268|-1.2500905
3|397|-0.657228|-0.375587|-1.011599|-0.33638358|-0.95107764|-0.5090265
3|398|-0.919307|-0.360271|-1.078431|-0.7778765|-0.42240724|-0.94663566
3|399|-0.848901|-0.409414|-1.111966|-0.33053023|-0.9218409|-0.644094
3|400|0.521274|1.154173|0.521585|0.5571905|0.9231927|0.028336883
3|401|0.388944|1.673258|0.034256|0.34925273|1.4805194|0.63129497
3|402|0.54549|1.190177|0.550192|0.48599213|1.2848611|0.21604481
3|403|0.434637|1.630837|0.127515|0.35404623|1.5295355|0.5582036
3|404|0.45201|1.233769|0.510965|0.62194383|1.3483298|-0.0007439256
3|405|0.40944|1.523956|0.172932|0.33501992|1.4246577|0.50709105
3|406|0.255854|1.792185|0.296275|0.32002285|1.2233595|0.33135983
3|407|0.360353|1.622797|0.247698|0.5289912|1.3788426|0.4304432
3|408|-0.812815|1.563307|-0.999961|-0.7231734|1.7988873|-0.92517865
3|409|-0.83333|1.478629|-1.183047|-0.9024692|2.1198196|-1.3824494
3|410|-0.799709|1.568136|-0.956759|-0.801569|1.8944104|-0.8865274
3|411|-0.846637|1.574426|-1.196415|-0.9221023|2.1431227|-1.3036377
3|412|-0.817518|1.587998|-0.990764|-0.87007475|2.3253427|-1.4148173
3|413|-0.950375|1.570298|-1.133505|-1.2098578|1.9905026|-1.3256813
3|414|-0.812707|1.617876|-0.950528|-0.8132178|1.5731375|-1.0511274
3|415|-0.778065|1.462318|-0.993571|-0.77208936|2.1936815|-1.2412809
3|416|-0.24965|1.906481|-1.010568|-0.41809857|1.5201336|-1.6910893
3|417|-0.160278|1.739321|-1.016926|-0.24748288|1.7446625|-1.807672
3|418|-0.158489|1.833835|-0.838296|-0.46015376|2.1553092|-1.4339966
3|419|-0.16455|1.837501|-0.994932|-0.024718828|1.6002448|-1.7988267
3|420|-0.33242|1.902867|-0.952096|0.091398746|1.6216834|-1.3749025
3|421|-0.178087|1.796862|-1.024869|-0.16139558|1.7063887|-1.7778128
3|422|-0.276094|1.882954|-0.894261|-0.5274943|1.5010768|-1.3117435
3|423|-0.188423|1.711194|-1.01875|-0.2032815|1.6497781|-1.6733186
3|424|0.024229|-1.119764|0.664117|-0.114220515|-0.9862274|0.29323593
3|425|0.136677|-0.973473|0.635801|0.1721484|-0.6066307|1.1541278
3|426|0.008275|-1.123842|0.653257|-0.2740081|-0.5860667|0.48309833
3|427|0.024591|-1.116467|0.705527|-0.016001761|-0.79183686|0.80122256
3|428|0.048177|-1.043697|0.628736|-0.17773691|-0.99284136|0.32545632
3|429|0.145107|-1.115403|0.677119|0.20635192|-0.65858924|1.0946862
3|430|0.051587|-1.100941|0.637376|0.30022672|-0.85195255|0.57906306
3|431|0.14421|-1.083202|0.735562|0.3792444|-0.5745864|0.89016163
3|432|0.812815|-1.563307|0.999961|0.7231811|-1.7988818|0.925182
3|433|0.83333|-1.478629|1.183047|0.9024719|-2.11982|1.3824494
3|434|0.799709|-1.568136|0.956759|0.80156344|-1.8944055|0.8865266
3|435|0.846637|-1.574426|1.196415|0.9221037|-2.1431298|1.3036449
3|436|0.817518|-1.587998|0.990764|0.87006533|-2.3253303|1.414818
3|437|0.950375|-1.570298|1.133505|1.2098513|-1.9904912|1.3256859
3|438|0.812707|-1.617876|0.950528|0.81320727|-1.5731297|1.0511333
3|439|0.778065|-1.462318|0.993571|0.7720991|-2.1936781|1.2412883
3|440|0.24965|-1.906481|1.010568|0.41810378|-1.5201306|1.691083
3|441|0.160278|-1.739321|1.016926|0.24749352|-1.7446561|1.8076684
3|442|0.158489|-1.833835|0.838296|0.460154|-2.1553035|1.4339967
