    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1    5.486308    4.623246    3.615281    2.922363     0.676459     6.391908
    2    7.913071    9.404045    3.642618    2.924359     0.679459     6.498268
    3   10.648265    4.661666    3.596770    2.957560     0.704316     6.508591
    4   13.082549    9.368539    3.611864    2.964754     0.688479     6.537996
    5    6.835492    4.136918    1.369651    2.947285     0.733635     6.901809
    6    9.284957    8.861574    1.390187    2.960115     0.739690     7.020994
    7   12.070018    4.107467    1.392831    2.958843     0.733065     7.079805
    8   14.500894    8.858867    1.427284    2.948917     0.724143     7.101703
    9    6.905183    2.323567    3.613202    2.952269     0.752151     7.035384
   10    9.211220    7.043340    3.593857    2.948704     0.763899     7.148313
   11   12.115643    2.347939    3.644032    2.870747     0.729333     7.099826
   12   14.465083    7.004362    3.614603    2.939471     0.763691     7.141744
   13    4.544953    1.121189    0.868018    2.963736     0.706959     6.508591
   14    6.856068    5.834397    0.842877    2.970154     0.690961     6.529863
   15    9.753628    1.148305    0.906965    2.922389     0.697152     6.480749
   16   12.109982    5.810710    0.860013    2.956107     0.682967     6.543940
   17    3.171198    1.676058    3.115340    2.871244     0.721352     7.014738
   18    5.511655    6.335573    3.088421    2.910203     0.732021     7.017553
   19    8.353262    1.644198    3.077798    2.938873     0.743836     7.026312
   20   10.681757    6.360487    3.071527    2.940772     0.731109     7.066667
   21    3.124194    3.428556    0.871574    2.908487     0.732445     7.148939
   22    5.549845    8.194146    0.918036    2.940777     0.756915     7.178657
   23    8.283077    3.460669    0.837435    2.954141     0.754377     7.114216
   24   10.728504    8.171074    0.858267    2.936206     0.749293     7.143308
   25    8.165902    5.732459    4.439746    2.949278     0.729800     7.923175
   26   10.671553   10.474004    4.451886    3.041473     0.737020     7.617860
   27   13.435930    5.697703    4.446785    3.026545     0.749603     7.952268
   28   15.881909   10.461652    4.469682    2.985747     0.740822     7.829641
   29    9.096208    5.396994    2.979338    3.045624     0.734688     7.720466
   30   11.556022   10.114478    3.003824    3.042656     0.742356     7.613168
   31   14.371138    5.351417    3.014311    3.042385     0.746393     7.649143
   32    9.114790    4.224630    4.432706    3.040770     0.745343     7.648830
   33   11.538327    8.937906    4.450431    3.034583     0.751092     7.886575
   34   14.357672    4.164923    4.461565    2.934433     0.745062     7.851226
   35   16.801280    8.943502    4.471083    2.975681     0.772360     7.986365
   36    1.783735    0.076479    0.071052    2.995745     0.740550     7.736107
   37    6.973315    0.044186    0.012908    3.038133     0.742051     7.805241
   38    9.303628    4.758540    0.010236    3.035333     0.745985     7.788661
   39    0.890922    0.413168    1.562627    2.891426     0.747195     8.022966
   40    3.233929    5.077967    1.459560    2.998653     0.740847     7.680112
   41    6.080305    0.383086    1.462837    3.043493     0.744366     7.602845
   42    8.398703    5.100567    1.437049    3.039495     0.739886     7.526829
   43    3.225758    6.259825    0.019287    2.989966     0.762124     7.989807
   44    6.062577    1.557339    0.021245    3.036792     0.748593     7.639445
   45    8.401288    6.279019    0.007906    3.032893     0.758627     7.839652
   46   16.826318   10.156834    3.102253    4.144179     0.743837     7.155508
   47    4.065270    4.733833    0.021285    4.134745     0.723675     7.188355
   48    0.845824    1.516232    0.069853    4.144845     0.744261     7.252483
   49    6.148625    3.547010    2.755061    4.100656     0.542562     6.813906
   50    8.499191    8.319576    2.735114    4.097762     0.531332     6.809839
   51   11.352484    3.512835    2.764489    4.106292     0.525235     6.910568
   52   13.717075    8.230402    2.737467    4.106133     0.554317     6.899619
   53    3.896600    2.251658    1.761838    4.103741     0.542805     6.837055
   54    6.282664    6.941216    1.767032    4.104075     0.554848     6.813593
   55    9.085335    2.279409    1.706315    4.111742     0.569731     6.887419
   56   11.478429    6.937881    1.729993    4.094968     0.525390     6.883352
   57    5.039093    2.879662    2.261163    4.009780     0.550307     9.045271
   58    7.411534    7.607641    2.251372    4.005823     0.549175     9.111276
   59   10.203009    2.889320    2.269155    4.020364     0.529663     9.112840
   60   12.579787    7.598501    2.240215    3.985316     0.546350     9.184164
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:       195.0000
